id,tokens,slots,intent
220,add artist to my playlist i love my 80's rollerdisco,O B-music_item O B-playlist_owner O B-playlist I-playlist I-playlist I-playlist I-playlist,AddToPlaylist
221,add hold my liquor to electroNOW,O B-entity_name I-entity_name I-entity_name O B-playlist,AddToPlaylist
222,Add i dreamt of a dragon to my Futuros Hits playlist,O B-entity_name I-entity_name I-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist O,AddToPlaylist
223,add Of Rivers and Religion to my sexy as folk playlist,O B-entity_name I-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist
224,Add Shooter Jennings to the All Out 70s playlist,O B-artist I-artist O O B-playlist I-playlist I-playlist O,AddToPlaylist
225,Add this track to the Sin Ti playlist,O O B-music_item O O B-playlist I-playlist O,AddToPlaylist
226,Add another tune to my Pumping Iron playlist,O O B-music_item O B-playlist_owner B-playlist I-playlist O,AddToPlaylist
227,add saxophone supremacy to ofelia's calm before the storm playlist,O B-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist I-playlist I-playlist O,AddToPlaylist
228,add track to This Is Zezé Di Camargo & Luciano,O B-music_item O B-playlist I-playlist I-playlist I-playlist I-playlist I-playlist I-playlist,AddToPlaylist
229,Add sara hickman to my Targeted list,O B-artist I-artist O B-playlist_owner B-playlist O,AddToPlaylist
230,Add anti ep to esenciales,O B-entity_name I-entity_name O B-playlist,AddToPlaylist
231,add tune to my this is animal collective,O B-music_item O B-playlist_owner B-playlist I-playlist I-playlist I-playlist,AddToPlaylist
232,"Add this track by Del tha Funkee Homosapien to the playlist songs for you, not your parents",O O B-music_item O B-artist I-artist I-artist I-artist O O O B-playlist I-playlist I-playlist I-playlist I-playlist I-playlist,AddToPlaylist
233,Add this tune to my Rockabilly Mania,O O B-music_item O B-playlist_owner B-playlist I-playlist,AddToPlaylist
234,add this album by richard hell to arlene's playlist named miami 2017 guest list,O O B-music_item O B-artist I-artist O B-playlist_owner O O B-playlist I-playlist I-playlist I-playlist,AddToPlaylist
235,add the artist P D Q Bach to the te quiero playlist,O O B-music_item B-artist I-artist I-artist I-artist O O B-playlist I-playlist O,AddToPlaylist
236,add Caleigh Peters to my women of country list,O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist
237,Add John Tesh to my salsa classics playlist,O B-artist I-artist O B-playlist_owner B-playlist I-playlist O,AddToPlaylist
238,Add inconfundible to the piano in the background playlist,O B-entity_name O O B-playlist I-playlist I-playlist I-playlist O,AddToPlaylist
239,Add Tarkan to my madrugando playlist,O B-artist O B-playlist_owner B-playlist O,AddToPlaylist
240,Can you put Musiri Subramania Iyer 's song onto the lo-fi love soundtrack?,O O O B-artist I-artist I-artist O B-music_item O O B-playlist I-playlist O,AddToPlaylist
241,add grim skunk to Duetos,O B-entity_name I-entity_name O B-playlist,AddToPlaylist
242,add an album in Guitar Hero Live Playlist,O O B-music_item O B-playlist I-playlist I-playlist I-playlist,AddToPlaylist
243,Add the singer ivan roudyk to my fairy tales playlists,O O O B-artist I-artist O B-playlist_owner B-playlist I-playlist O,AddToPlaylist
244,add zamiast burzy to Phunkadelic,O B-entity_name I-entity_name O B-playlist,AddToPlaylist
245,add Paloma negra to my Funky Jams list,O B-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist O,AddToPlaylist
246,add Bedroom Jams to album,O B-playlist I-playlist O B-music_item,AddToPlaylist
247,I need another tune in my legendary guitar solos playlist,O O O B-music_item O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist
248,Add Happy Holidays to my playlist called it's ok to like jazz,O B-entity_name I-entity_name O B-playlist_owner O O B-playlist I-playlist I-playlist I-playlist I-playlist,AddToPlaylist
249,Add this track by Brian Welch to the spring music playlist,O O B-music_item O B-artist I-artist O O B-playlist I-playlist O,AddToPlaylist
250,Add Bronislau Kaper to the drive playlist,O B-artist I-artist O O B-playlist O,AddToPlaylist
251,put this album in my Fiesta section,O O B-music_item O B-playlist_owner B-playlist O,AddToPlaylist
252,add this artist to Pop 2017 Picks,O O B-music_item O B-playlist I-playlist I-playlist,AddToPlaylist
253,add album to Ultra Metal,O B-music_item O B-playlist I-playlist,AddToPlaylist
254,Add song to my underground hits,O B-music_item O B-playlist_owner B-playlist I-playlist,AddToPlaylist
255,Add another tune to my Trance Life playlist,O O B-music_item O B-playlist_owner B-playlist I-playlist O,AddToPlaylist
256,add Irish Heartbeat to my Trapeo playlist,O B-entity_name I-entity_name O B-playlist_owner B-playlist O,AddToPlaylist
257,Add the album to the psychedelic rock playlist,O O B-music_item O O B-playlist I-playlist O,AddToPlaylist
258,Add keine grenzen to New Metal Tracks,O B-entity_name I-entity_name O B-playlist I-playlist I-playlist,AddToPlaylist
259,add this Eric Weissberg song to my Dance Workout,O O B-artist I-artist B-music_item O B-playlist_owner B-playlist I-playlist,AddToPlaylist
260,go ahead and add blowfly to my This Is Schubert list,O O O O B-artist O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist
261,add Curious corn to Wild & Free Workout,O B-entity_name I-entity_name O B-playlist I-playlist I-playlist I-playlist,AddToPlaylist
262,Add J J Cale to my heavy gamer playlist,O B-artist I-artist I-artist O B-playlist_owner B-playlist I-playlist O,AddToPlaylist
263,add this song to Rock Party,O O B-music_item O B-playlist I-playlist,AddToPlaylist
264,I want to move this album to the selektor playlist,O O O O O B-music_item O B-playlist I-playlist O,AddToPlaylist
265,add this song to wedding classics playlist,O O B-music_item O B-playlist I-playlist O,AddToPlaylist
266,Add el pavo dustin to viajes,O B-artist I-artist I-artist O B-playlist,AddToPlaylist
267,Add 12 Odd Future Songs to the Club Hits playlist,O B-entity_name I-entity_name I-entity_name I-entity_name O O B-playlist I-playlist O,AddToPlaylist
268,add my old kentucky home to Fresh Finds Fire Emoji,O B-entity_name I-entity_name I-entity_name I-entity_name O B-playlist I-playlist I-playlist I-playlist,AddToPlaylist
269,add The Darkest Red to this is jennifer lopez,O B-entity_name I-entity_name I-entity_name O B-playlist I-playlist I-playlist I-playlist,AddToPlaylist
270,add joan wasser to running playlist,O B-artist I-artist O B-playlist O,AddToPlaylist
271,Add Luiza Possi to my bachelor party playlist,O B-artist I-artist O B-playlist_owner B-playlist I-playlist O,AddToPlaylist
272,Put an inyección musical track in the nanette's playlist,O O B-playlist I-playlist B-music_item O O B-playlist_owner O,AddToPlaylist
273,add i roy to my this is Rosana playlist,O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist
274,add track by Klute to winifred's de camino a clase playlist,O B-music_item O B-artist O B-playlist_owner B-playlist I-playlist I-playlist I-playlist O,AddToPlaylist
275,add tune to atmospheric black metal playlist,O B-music_item O B-playlist I-playlist I-playlist O,AddToPlaylist
276,Add tune to cleaning the house,O B-music_item O B-playlist I-playlist I-playlist,AddToPlaylist
277,In my playlist Rock Gaming add Mariem Hassan con Leyoad,O B-playlist_owner O B-playlist I-playlist O B-entity_name I-entity_name I-entity_name I-entity_name,AddToPlaylist
278,Add Bien Acompañado to All Out 60s,O B-entity_name I-entity_name O B-playlist I-playlist I-playlist,AddToPlaylist
279,I want this tune on my Most Necessary playlist,O O O B-music_item O B-playlist_owner B-playlist I-playlist O,AddToPlaylist
280,Incorporate Moribund the Burgermeister into the 50 Shades of Love playlist,O B-entity_name I-entity_name I-entity_name O O B-playlist I-playlist I-playlist I-playlist O,AddToPlaylist
281,I'd like for you to add Owen Biddle to my Old School Death Metal playlist,O O O O O O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist I-playlist O,AddToPlaylist
282,Add track by Fleetwood Mac to lakeisha's playlist TODO NOVEDADES,O B-music_item O O O O B-playlist_owner O B-playlist I-playlist,AddToPlaylist
283,add songs in 90's hip hop of artist,O O O B-playlist I-playlist I-playlist O B-music_item,AddToPlaylist
284,Please add this this tune to the playlist this is selena,O O O O B-music_item O O O B-playlist I-playlist I-playlist,AddToPlaylist
285,Add a track to my girls' night playlist,O O B-music_item O B-playlist_owner B-playlist I-playlist O,AddToPlaylist
286,Add Foreign Affair to the disney playlist,O B-entity_name I-entity_name O O B-playlist O,AddToPlaylist
287,Add some jim diamond to peace,O O B-artist I-artist O B-playlist,AddToPlaylist
288,add picasso baby to Digster Reggae playlist,O B-entity_name I-entity_name O B-playlist I-playlist O,AddToPlaylist
289,put kan on my Indie Rock Road Trip,O B-entity_name O B-playlist_owner B-playlist I-playlist I-playlist I-playlist,AddToPlaylist
290,Add this artist to Metal Party,O O B-music_item O B-playlist I-playlist,AddToPlaylist
291,For my playlist fresh finds hiptronix add the name polka medley,O B-playlist_owner O B-playlist I-playlist I-playlist O O O B-entity_name I-entity_name,AddToPlaylist
292,Add a tune to the this is animal collective playlist,O O B-music_item O O B-playlist I-playlist I-playlist I-playlist O,AddToPlaylist
293,Please put the album onto fresh folk,O O O B-music_item O B-playlist I-playlist,AddToPlaylist
294,add track to my global top 50,O B-music_item O B-playlist_owner B-playlist I-playlist I-playlist,AddToPlaylist
295,add track to Punk Essentials,O B-music_item O B-playlist I-playlist,AddToPlaylist
296,add Matthew Helders artist in Showstopper Being Mary Jane,O B-artist I-artist B-music_item O B-playlist I-playlist I-playlist I-playlist,AddToPlaylist
297,Can you add Honey Hush to hits of the 60s,O O O B-entity_name I-entity_name O B-playlist I-playlist I-playlist I-playlist,AddToPlaylist
298,add this Rob Campanella tune to psychedelic rock,O O B-artist I-artist B-music_item O B-playlist I-playlist,AddToPlaylist
299,Add 2012 Zwanzig Zwölf to my miami 2017 guest list,O B-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist I-playlist I-playlist,AddToPlaylist
300,add this artist to my Pop Punk's Not Dead,O O B-music_item O B-playlist_owner B-playlist I-playlist I-playlist I-playlist,AddToPlaylist
301,I would like this artist on drum & breaks,O O O O B-music_item O B-playlist I-playlist I-playlist,AddToPlaylist
302,add gabrial mcnair to my Love In Paris list,O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist
303,add tapper zukie to the all out 00s playlist,O B-artist I-artist O O B-playlist I-playlist I-playlist O,AddToPlaylist
304,add Kisaki to Family Road Trip playlist,O B-artist O B-playlist I-playlist I-playlist O,AddToPlaylist
305,add track to my Gold Edition playlist,O B-music_item O B-playlist_owner B-playlist I-playlist O,AddToPlaylist
306,add Unite and Win to my night out,O B-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist,AddToPlaylist
307,Add The Hellacopters singles to my teen party,O B-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist,AddToPlaylist
308,Add Cream to the funk playlist,O B-entity_name O O B-playlist O,AddToPlaylist
309,move El Viaje de Copperpot into my Emily Dickinson playlist,O B-entity_name I-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist O,AddToPlaylist
310,Add this tune to hipster soul,O O B-music_item O B-playlist I-playlist,AddToPlaylist
311,Put Beside You in my spotify orchestra cello playlist,O B-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist
312,add madlib invazion to my prog rock monsters list,O B-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist
313,Add the secret wars into the digging now playlist,O B-entity_name I-entity_name I-entity_name O O B-playlist I-playlist O,AddToPlaylist
314,add warpaint in my Pre-Party list,O B-entity_name O B-playlist_owner B-playlist O,AddToPlaylist
315,add young maylay to Club Hits,O B-artist I-artist O B-playlist I-playlist,AddToPlaylist
316,add artist to my Phunkadelic playlist,O B-music_item O B-playlist_owner B-playlist O,AddToPlaylist
317,add space cowboy to my the funny thing about football is playlist,O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist I-playlist I-playlist I-playlist O,AddToPlaylist
318,add d-day dodgers to my running power playlist,O B-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist O,AddToPlaylist
319,Put a molly mcguire album in my metal talks kreator playlist,O O B-artist I-artist B-music_item O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist
320,Add a song by Takahito Eguchi to my guest list polygon playlist,O O B-music_item O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist
321,Add this song to my lo que suena new york playlist,O O B-music_item O B-playlist_owner B-playlist I-playlist I-playlist I-playlist I-playlist O,AddToPlaylist
322,Add song to my pure rock & roll,O B-music_item O B-playlist_owner B-playlist I-playlist I-playlist I-playlist,AddToPlaylist
323,add artist rob dougan to electroNOW,O B-music_item B-artist I-artist O B-playlist,AddToPlaylist
324,add The Spine Surfs Alone to my playlist called The Funny Thing About Football Is,O B-entity_name I-entity_name I-entity_name I-entity_name O B-playlist_owner O O B-playlist I-playlist I-playlist I-playlist I-playlist I-playlist,AddToPlaylist
325,Add this album ny bill callahan to my Mi Casa Es La Tuya Playlist Oficial list,O O B-music_item O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist I-playlist I-playlist I-playlist I-playlist O,AddToPlaylist
326,I want to add this So Chan whee tune to Latin Alternative Music,O O O O O B-artist I-artist I-artist B-music_item O B-playlist I-playlist I-playlist,AddToPlaylist
327,please put this song by nas in my Hype playlist,O O O B-music_item O B-artist O B-playlist_owner B-playlist O,AddToPlaylist
328,Add beijing huanying ni to my workday lounge playlist,O B-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist O,AddToPlaylist
329,Add a track to my list Made in Puerto Rico,O O B-music_item O B-playlist_owner O B-playlist I-playlist I-playlist I-playlist,AddToPlaylist
